location_type,parent_station,stop_code,stop_desc,stop_id,stop_lat,stop_lon,stop_name,stop_timezone,stop_url,wheelchair_boarding,zone_id
0,,211301,,58,40.701518,17.393741,Ostuni - Limite di Provincia - Direzione Martina,,,,
0,,276508,,59,40.552961,17.729841,Latiano - Via A.Moro n°8,,,,
0,,242201,,60,40.526403,17.592585,Francavilla F.na - Via De Reggio - Agip - Dir. Latiano,,,,
0,,239201,,61,40.581373,17.475846,Villa Castelli - Chiesa Nuova - Di fronte n. 18,,,,
0,,265601,,62,40.418012,17.833587,San Pancrazio S.no - Via Taranto n°17 - dir Centro,,,,
0,,214901,,63,40.704962,17.346002,Martina Franca - Viale De Gasperi - Dir. Ostuni,,,,
0,,220202,,64,40.622641,17.634828,San Michele S.no - Via Duca d'Aosta - n° 180,,,,
0,,269213,,65,40.460847,17.741616,Torre S. Susanna - Via Muscogiuri n°87,,,,
0,,117901,,66,40.557099,17.809868,Mesagne - Via D'Ocra - civico 18,,,,
0,,217502,,67,40.647633,17.51148,Ceglie M.ca - Via Petracca n°50,,,,
0,,218402,,68,40.641697,17.59028,SP581 - Contrada Natalicchio - - Dir. Ceglie,,,,
0,,217702,,69,40.649895,17.511041,Ceglie M.ca - Via Martina n°111,,,,
0,,205401,,70,40.723056,17.581943,Ostuni - Via Verona - Di fronte n. 11,,,,
0,,150001,,71,40.6331,17.941687,Brindisi - Via Indipendenza dir. Staz.,,,,
0,,275001,,72,40.481171,17.224044,Taranto - Via Porto Mercantile,,,,
0,,221901,,73,40.662017,17.699537,San Vito dei N.nni - Viale ONU,,,,
0,,205902,,74,40.722499,17.572778,Ostuni - Via degli Emigranti - n. 33,,,,
0,,221001,,75,40.65317,17.700814,San Vito dei N.nni - Via Francavilla - Capolinea,,,,
0,,117501,,76,40.563918,17.813182,Mesagne - Via Brindisi - Cimitero,,,,
0,,215101,,77,40.705972,17.653149,Carovigno - Via S. Sabina  - di Fronte al civ. 341,,,,
0,,221202,,78,40.653977,17.70234,San Vito dei N.nni - Largo S. Antonio n°69,,,,
0,,202201,,79,40.726445,17.500803,SP17 - C.da Minguccio - Direzione Ostuni,,,,
0,,117401,,80,40.58628,17.8506066,Cittadella della ricerca ( SS 7 ) - Cittadella della ricerca,,,,
0,,122001,,81,40.638669,17.927463,Brindisi - Via Prov. San Vito - Arsenale,,,,
0,,26231,,82,40.460528,17.384831,San Giorgio - Corso Europa,,,,
0,,223602,,83,40.657656,17.71885,SS16 S.Vito Br  - Penny Market Dir. SVi,,,,
0,,200801,,84,40.752284,17.425277,Cisternino - S. P. 9 - Dir. Caranna Edil SGS,,,,
0,,129702,,85,40.645005,17.932377,Brindisi - Via Ruggero de Simone Dir. Centro,,,,
0,,212501,,86,40.64632,17.608005,Ostuni - C.da Natalicchio - Direzione S. Michele,,,,
0,,265206,,87,40.445211,17.925096,Sandonaci - Via  Campi n° 74 dir.S.Pancr.,,,,
0,,209501,,88,40.707658,17.526478,Ostuni - C.da Lacertosa - Direzione Martina,,,,
0,,11101,,89,40.644401,17.925514,Brindisi - Via N. Brandi - Liceo Scientifico,,,,
0,,217304,,90,40.645217,17.508574,Ceglie M.ca - Via S.Lorenzo Chiesa,,,,
0,,208902,,91,40.719127,17.611012,SS16 Car Ost - Casa Rurale - Direzione Ostuni,,,,
0,,246201,,92,40.50249,17.646094,Oria - Via Latiano n°125,,,,
0,,267601,,93,40.43586,17.735327,Erchie - Via Principe di Napoli n°192,,,,
0,,273501,,94,40.521896,17.214281,Taranto - Portineria Imprese,,,,
0,,266301,,95,40.417831,17.831224,San Pancrazio S.no - Via Taranto n°75,,,,
0,,239102,,96,40.584555,17.475805,Villa Castelli - Via Ceglie - Ufficio Postale,,,,
0,,100601,,97,40.635698,17.940756,Brindisi -,,,,
0,,119001,,98,40.5597,17.797835,Mesagne - Via Marconi-civ. 150,,,,
0,,205301,,99,40.723233,17.579343,Ostuni - Via Nobile - Liceo Scientifico,,,,
0,,115801,,100,40.625622,17.97008,Brindisi - Via A.Nobel - civico 7,,,,
0,,219801,,101,40.630422,17.639456,San Michele S.no - Cimitero - Direzione S. Vito,,,,
0,,117601,,102,40.563319,17.812203,Mesagne - Via Brindisi 110 dir. Brindisi,,,,
0,,103302,,103,40.628747,17.926194,Brindisi - Viale S.G.Bosco - Scuola Don Milani,,,,
0,,273001,,104,40.487179,17.221666,Taranto - Via Machiavelli,,,,
0,,117502,,105,40.56414,17.813673,Mesagne - Via Brindisi - di fr. Cimitero,,,,
0,,117702,,106,40.560588,17.806711,Mesagne - Villa Comunale - Direzione Latiano,,,,
0,,11081,,107,40.64469,17.931112,Brindisi - Via N. Brandi - Ostello della Gioventù,,,,
0,,10801,,108,40.545446,17.951615,Brindisi - Tuturano - Via Stazione 122 - Carab.-Dir Brindisi,,,,
0,,11071,,109,40.631497,17.946127,Brindisi - Via Prov. per Lecce - civico 19,,,,
0,,220602,,110,40.61027,17.656767,San Michele S.no - Masseria Grattile - Direzione S. Michele,,,,
0,,274002,,111,40.649588,17.844555,Brindisi - Base Nato - Direzione S. Vito,,,,
0,,205402,,112,40.723331,17.583055,Ostuni - Via Verona - Supermercato C3,,,,
0,,114601,,113,40.63954,17.97882,Brindisi - Viale E.Fermi - Enel - Direzione Centro,,,,
0,,11111,,114,40.644506,17.922866,Brindisi - Via N. Brandi - civico 42 - Ang. Via Zanella,,,,
0,,269214,,115,40.460744,17.736443,Torre S. Susanna - Via Muscogiuri n°3,,,,
0,,212002,,116,40.696055,17.587128,Ostuni - C.da Lamacoppa Piccola - Direzione Ostuni,,,,
0,,212001,,117,40.663325,17.587053,Ostuni - C.da Lamacoppa Piccola - Direzione S. Michele,,,,
0,,246302,,118,40.504697,17.649651,Oria - Via Latiano n°214,,,,
0,,215602,,119,40.704445,17.663889,Carovigno - Via S. Sabina  - N. 65,,,,
0,,100901,,120,40.634146,17.940316,Brindisi - Via Bastioni Carlo V (Stazione),,,,
0,,114001,,121,40.631723,17.951648,Brindisi - Viale Arno-civico 30,,,,
0,,217102,,122,40.640553,17.5128,Ceglie M.ca - Viale A. Moro - Capolinea - n. 110,,,,
0,,246601,,123,40.549928,17.713552,Latiano - Via Cotrino - Tamoil - Di fr. civ. 5,,,,
0,,201502,,124,40.796165,17.446058,Cisternino - S. P. 9 - Incrocio SS 16 Direzione Speziale-Pez,,,,
0,,202901,,125,40.728222,17.569648,SP17 - Zona 167 - Incrocio Focolare - Direzione Ostuni,,,,
0,,212101,,126,40.676782,17.592646,Ostuni - C.da Madonna dei Fiori - Direzione S. Michele,,,,
0,,225102,,127,40.654511,17.76848,SS16 S.Vito Br - Rist.Otium - Dir. S.Vito,,,,
0,,114501,,128,40.63063,17.96518,Brindisi - Viale E.Fermi - Taf - Direzione Z.I.,,,,
0,,263901,,129,40.42079,17.847522,San Pancrazio S.no - Via Alfieri n°14,,,,
0,,215801,,130,40.711388,17.659166,Carovigno - Via Foggia - Fermata 1^ - N. 10 - Dir. S. Sabina,,,,
0,,113902,,131,40.62907,17.947887,Brindisi - Viale Arno - difronte al cimitero,,,,
0,,202202,,132,40.726525,17.499733,Ostuni - C.da Minguccio - Direzione Cisternino,,,,
0,,119901,,133,40.556793,17.810814,Mesagne - Via Dei Malvindi - civ.23,,,,
0,,243701,,134,40.532504,17.5897,Francavilla F.na - Via S. Lorenzo n°149,,,,
0,,215601,,135,40.704723,17.66361,Carovigno - Via S. Sabina  - di fr.N. 65,,,1,
0,,26241,,136,40.529274,17.442335,Grottaglie - Via Paparazio,,,,
0,,204102,,137,40.791523,17.460159,Speziale - Via Lecce n°95,,,,
0,,261502,,138,40.486186,17.99647,San Pietro V.co - Piazza Regina Margherita,,,,
0,,127101,,139,40.67229,17.9168,Brindisi - Agusta Westland,,,,
0,,202402,,140,40.724985,17.537328,Ostuni - C.da Riccio - Direzione Cisternino,,,,
0,,125301,,141,40.56031,17.8066,Mesagne - Via Manfredi Svevo 8,,,,
0,,220001,,142,40.629401,17.674636,San Michele S.no - Ctd Ajena - Direzione S. Vito,,,,
0,,103401,,143,40.624,17.926967,Brindisi - Viale Togliatti - CISL,,,,
0,,118701,,144,40.556356,17.804681,Mesagne - Via Arco Ferraro - civ. 90,,,,
0,,126701,,145,40.63726,17.95465,Brindisi - Punto Franco - Fiat Avio,,,,
0,,243901,,146,40.533476,17.586575,Francavilla F.na - Via S. Vito n°46,,,,
0,,267802,,147,40.457553,17.735945,Torre S. Susanna - Via Prov. per Erchie n°68 - dir Erchie,,,,
0,,264101,,148,40.476132,17.975451,Cellino S. Marco - Via Prov. S. Pietro - n°136 - dir. S. PT,,,,
0,,103301,,149,40.62862,17.926463,Brindisi - Viale S.G.Bosco 22,,,,
0,,246509,,150,40.556525,17.716634,Latiano - Rondò Via San Vito,,,,
0,,218102,,151,40.643273,17.573723,SP581 - Contrada Cappella  Dir. Ceglie,,,,
0,,203001,,152,40.83306,17.359569,Fasano - Viale della Resistenza - Villa Comunale,,,,
0,,269201,,153,40.469188,17.741715,Torre S. Susanna - Via Tagliamento n. 5,,,,
0,,204201,,154,40.778867,17.480626,Montalbano - Via Teano n°109,,,,
0,,202101,,155,40.730418,17.490739,SP17  C.da Sangalera - Direzione Ostuni,,,,
0,,210102,,156,40.708696,17.486369,Ostuni - C.da Chiobbica - Cappella - Direzione Ceglie,,,,
0,,274102,,157,40.664524,17.74019,Brindisi - Boschetto - Direzione S. Vito,,,,
0,,115001,,158,40.62873,17.98046,Brindisi - Via per Pandi - Alfer,,,,
0,,265501,,159,40.418504,17.839162,San Pancrazio S.no - Piazza Umberto I,,,,
0,,118901,,160,40.5599366,17.8004483,Mesagne - Via Marconi-Caserma dei Carabinieri,,,,
0,,750301,,161,40.741303,17.432376,Cisternino - Piazza Navigatori,,,,
0,,267102,,162,40.432279,17.735931,Erchie - Via Prov. Erchie Stazione di fr.n.5 dir S.Pan,,,,
0,,210002,,163,40.700975,17.492324,Ostuni - C.da Chiobbica - Fermata 1 - Direzione Ceglie,,,,
0,,216101,,164,40.70111,17.663055,Carovigno - Via San Vito - Di fr. Distr. Agip - Dir. S Vito ,,,1,
0,,211502,,165,40.705615,17.365706,Ostuni - S.P. 14 - Incrocio Cisternino- Direzione Ostuni,,,,
0,,202502,,166,40.724958,17.52801,Ostuni - C.da Lamie Brune - Direzione Cisternino,,,,
0,,273101,,167,40.494559,17.226194,Taranto - Piazza del Gesù,,,,
0,,269301,,168,40.469245,17.735624,Torre S. Susanna - Via P. Togliatti n°83,,,,
0,,135801,,169,40.54548,17.94832,Brindisi - Tuturano - Via G.Verdi n. 23,,,,
0,,118101,,170,40.552572,17.813873,Mesagne - Via S.Donaci - civ.112,,,,
0,,215201,,171,40.701116,17.663072,Carovigno - Corso Umberto 40 Distr.AGIP - Dir. S. Vito,,,,
0,,121802,,172,40.637691,17.932004,Brindisi - Via Prov. S. Vito - Passaggio a livello,,,,
0,,241001,,173,40.529336,17.577944,Francavilla F.na - Via Di Vagno n°168,,,,
0,,217401,,174,40.643305,17.511976,Ceglie M.ca - Via Matteotti n°66,,,,
0,,260801,,175,40.487784,18.000519,San Pietro V.co - Via P. Amedeo - Di fronte n. 52,,,,
0,,114201,,176,40.63096,17.957256,Brindisi - Viale E. Fermi - Lancia - Direzione Z.I.,,,,
0,,242401,,177,40.524086,17.592695,Francavilla F.na - Via Oria n°32 - Dir. Oria,,,,
0,,266902,,178,40.432374,17.73589,Erchie - Via Stazione n°1,,,,
0,,245501,,179,40.493462,17.652584,Oria - Via Torre S. Susanna,,,,
0,,202601,,180,40.724802,17.543778,SP17 C.da Vallegna - Direzione Ostuni,,,,
0,,261801,,181,40.490692,17.989868,San Pietro V.co - Via Mesagne n° 152,,,,
0,,203902,,182,40.813121,17.412273,Pezze di Greco - Corso Nazionale - n°120,,,,
0,,246101,,183,40.500697,17.643927,Oria - Via Latiano n°12,,,,
0,,219802,,184,40.630507,17.63941,SP581 - Cimitero - Direzione S. Michele,,,,
0,,210601,,185,40.691162,17.475871,Ostuni - Incrocio C.da Pascarosa - Direzione Martina,,,,
0,,218602,,186,40.642056,17.631911,San Michele S.no - Apruzzi Auto,,,,
0,,239101,,187,40.584555,17.475805,Villa Castelli - Via Ceglie - Ufficio Postale - N. 89,,,,
0,,203301,,188,40.833768,17.366146,Fasano - Via Roma 3 - Dir. Fasano,,,,
0,,218502,,189,40.646465,17.618941,SP581 - Contrada Palagogna - Direzione Ceglie,,,,
0,,215502,,190,40.708889,17.6625,Carovigno - Via S. Sabina 171,,,,
0,,260701,,191,40.489363,18.000358,San Pietro V.co - Piazzale Stazione,,,,
0,,265301,,192,40.451815,17.930357,Sandonaci - Via Cellino n°188,,,,
0,,220402,,193,40.614297,17.637417,San Michele S.no - SP48 - dir S.Michele,,,,
0,,219201,,194,40.630004,17.636729,San Michele S.no - Via Boito n°16,,,,
0,,269211,,195,40.463656,17.744741,Torre S. Susanna - Via Tevere n°1,,,,
0,,219001,,196,40.629083,17.630565,San Michele S.no - Via De Amicis - Villa Comunale,,,,
0,,204501,,197,40.780821,17.483855,Montalbano - Casa Cantoniera - Dir. Ostuni,,,,
0,,204702,,198,40.749587,17.553229,Ostuni - SS 16 - Deposito STP - Direzione Fasano,,,,
0,,202801,,199,40.728175,17.564218,SP17  incr. ITIS - Direzione Ostuni,,,,
0,,212202,,200,40.670277,17.597559,Ostuni - C.da Falghero - Direzione Ostuni,,,,
0,,114101,,201,40.632394,17.954966,Brindisi - Viale E. Fermi - Marchionna,,,,
0,,256506,,202,40.547063,17.72792,Latiano - Via Salento,,,,
0,,218701,,203,40.636713,17.632014,San Michele S.no - Via Tagliaferro,,,,
0,,202401,,204,40.724985,17.537328,SP17 C.da Riccio - Direzione Ostuni,,,,
0,,211402,,205,40.704523,17.388502,Ostuni - Masseria il Gallo - Direzione Ostuni,,,,
0,,203401,,206,40.835916,17.362734,Fasano - Via Garibaldi 69 - Dir. Stazione,,,,
0,,274202,,207,40.648019,17.869104,Brindisi - Battaglione S. Marco - Direzione S. Vito,,,,
0,,243601,,208,40.532372,17.591178,Francavilla F.na - Via S. Lorenzo n°187,,,,
0,,244701,,209,40.533235,17.583351,Francavilla F.na - Via B. Forleo n°1,,,,
0,,205901,,210,40.721942,17.574167,Ostuni - Via degli Emigranti n. 8,,,,
0,,201201,,211,40.768919,17.419469,Cisternino - Contrada Caranna - Largo Croce,,,,
0,,266401,,212,40.419001,17.842584,San Pancrazio S.no - Via Sandonaci n°78,,,,
0,,103501,,213,40.628743,17.924341,Brindisi - Via Appia - Clinica1,,,,
0,,210602,,214,40.691107,17.476006,Ostuni - Incrocio C.da Pascarosa - Direzione Ostuni,,,,
0,,220801,,215,40.637598,17.687561,SP48 -  S.Vito S.Mich - Mass Cardellicchio - Direzione S. V,,,,
0,,210302,,216,40.715193,17.47633,Ostuni - C.da Cavallerizza - Scuole - Direzione Ceglie,,,,
0,,208801,,217,40.716468,17.618732,Ostuni - C.da Polinisse - Direzione Carovigno,,,,
0,,115701,,218,40.621771,17.957497,Brindisi - Sede S.T.P.,,,,
0,,208502,,219,40.722133,17.601756,SS16 Car Ost -  Shabuya - Direzione Carovigno,,,,
0,,246802,,220,40.550115,17.713365,Latiano - Via Francavilla n° 108 - Dir. Francavilla-Oria,,,,
0,,118502,,221,40.5533666,17.8072966,Mesagne - Via Torre S.Susanna - difronte civ.197,,,,
0,,202501,,222,40.724958,17.52801,SP17 - C.da Lamie Brune - Direzione Ostuni,,,,
0,,265101,,223,40.447839,17.923098,Sandonaci - Largo Costantini n°4,,,,
0,,127401,,224,40.64272,17.9858,Brindisi - Viale E. Fermi - Dopolavoro - Direzione Brindisi,,,,
0,,242402,,225,40.524262,17.592786,Francavilla F.na - Via Oria n°87 - Dir. Francavilla,,,,
0,,268602,,226,40.463855,17.735055,Torre S. Susanna - Via Oria - Carabinieri,,,,
0,,118302,,227,40.5500733,17.8113116,Mesagne - Via Foggia - civico 19,,,,
0,,261101,,228,40.480064,18.005337,San Pietro V.co - Via Lecce - Ospedale Civile,,,,
0,,221401,,229,40.655339,17.709611,San Vito dei N.nni - Via XXV Luglio - Piazzetta,,,,
0,,211701,,230,40.706478,17.580213,Ostuni - C.da Molillo - Direzione S. Michele,,,,
0,,225201,,231,40.655936,17.746082,SS16 S.Vito Br - Cda Giannaricchiella - dir Brind.,,,,
0,,273201,,232,40.500371,17.20143,Taranto - Rondo' SS7 per Bari,,,,
0,,265401,,233,40.421176,17.84804,San Pancrazio S.no - Via Sandonaci n. 170 - Dir. Sandonaci,,,,
0,,200102,,234,40.744841,17.425133,Cisternino - Via Clarizia,,,,
0,,265202,,235,40.445579,17.916973,Sandonaci - Via S. Pancrazio n°128 - Direzione S. Pancrazio,,,,
0,,261201,,236,40.481121,18.001316,San Pietro V.co - Viale degli Studi - Istituto Commerciale,,,,
0,,203802,,237,40.815323,17.407382,Pezze di Greco - Corso Nazionale - n°10,,,,
0,,269101,,238,40.467206,17.741578,Torre S. Susanna - Via San Rocco n°48,,,,
0,,260502,,239,40.486395,18.048682,Torchiarolo - Via Brindisi n°54,,,,
0,,206602,,240,40.721384,17.577149,Ostuni - Via Giovanni XXIII - Distr. IP,,,,
0,,202602,,241,40.724802,17.543778,Ostuni - C.da Vallegna - Direzione Cisternino,,,,
0,,221301,,242,40.65352,17.707771,San Vito dei N.nni - Via San Donato - Chiesa di S. Francesco,,,,
0,,256509,,243,40.549718,17.710431,Latiano - Via Papa Giovanni XXIII,,,,
0,,281302,,244,40.644662,17.549385,SP581 -  S.Mich Cegl - C.da Casamassima - Dir. Ceglie,,,,
0,,241202,,245,40.528278,17.578634,Francavilla F.na - Via S. Francesco n°152,,,,
0,,274302,,246,40.645801,17.902635,Brindisi - Villa Gigante - Direzione S. Vito,,,,
0,,264301,,247,40.473699,17.970275,Cellino S. Marco - Via Amalfi n° 5,,,,
0,,127501,,248,40.564235,17.814904,Mesagne - Via Indipendenza n.25,,,,
0,,245901,,249,40.50037,17.644011,Oria - Piazza Lama n°30,,,,
0,,274201,,250,40.647971,17.866803,SS16 S.Vito Br -  Battaglione S. Marco - Direzione Brindisi,,,,
0,,260802,,251,40.487784,18.000519,San Pietro V.co - Via P. Amedeo - N. 52,,,,
0,,125001,,252,40.64365,17.99088,Brindisi - Enichem - Capolinea,,,,
0,,219902,,253,40.629731,17.660398,SP581 - Ctd Cuengo - Direzione San Michele,,,,
0,,218002,,254,40.643445,17.536908,SP581 - Contrada Petrelli  Dir. Ceglie,,,,
0,,118402,,255,40.549976,17.807361,Mesagne - Via Foggia - civico 45,,,,
0,,114401,,256,40.63453,17.97124,Brindisi - Viale E. Fermi - Progresso e Lavoro - Dir. Z.I.,,,,
0,,243801,,257,40.53261,17.587378,Francavilla F.na - Via S. Lorenzo n°85,,,,
0,,268801,,258,40.448145,17.923879,Sandonaci - Largo Costantini n°9,,,,
0,,217802,,259,40.644857,17.520942,Ceglie M.ca - Via Francavilla,,,,
0,,114901,,260,40.63391,17.97786,Brindisi - Via per Pandi - Mobil Plastic,,,,
0,,114602,,261,40.63965,17.97902,Brindisi - Viale E. Fermi - Enel - Direzione Z.I.,,,,
0,,241101,,262,40.529185,17.576649,Francavilla F.na - Via Settembrini n°1,,,,
0,,217801,,263,40.644491,17.521199,Ceglie M.ca - Via Francavilla - Di Fronte al n. 26,,,,
0,,220201,,264,40.623429,17.634699,San Michele S.no - Via Duca d'Aosta - n°201,,,,
0,,268601,,265,40.463855,17.735055,Torre S. Susanna - Via Oria - Carabinieri - Di fronte,,,,
0,,127302,,266,40.64413,17.98865,Brindisi - Viale E. Fermi - Himont - Direzione Z.I.,,,,
0,,219301,,267,40.630608,17.634897,San Michele S.no - Via Leopardi n°6,,,,
0,,205102,,268,40.728054,17.573333,Ostuni - Via Rodio - Dist. Fina,,,,
0,,267301,,269,40.436328,17.734272,Erchie - Via Roma - Comune ,,,,
0,,211801,,270,40.697379,17.585889,Ostuni - Ristorante Il Silenzio - Direzione S. Michele,,,,
0,,118501,,271,40.5533666,17.8072966,Mesagne - Via Torre S.Susanna - civ.197 (Chiesa),,,,
0,,101601,,272,40.627868,17.935545,Brindisi - Viale A.Moro - Magistrale,,,,
0,,260902,,273,40.484976,18.001539,San Pietro V.co - Via Lecce N. 136 - Distr. Agip,,,,
0,,216301,,274,40.679386,17.685109,Carovigno - Carbrun - Direzione S. Vito,,,,
0,,206601,,275,40.721344,17.576957,Ostuni - Via Giovanni XXIII (di fr. IP),,,,
0,,223701,,276,40.657129,17.725854,SS16 S.Vito Br - Ctd San Gioacchino - Dir. Brindisi,,,,
0,,261601,,277,40.48509,17.990679,San Pietro V.co - Via Cellino n° 150,,,,
0,,128901,,278,40.637882,17.93858,Brindisi - Via C. Colombo 130,,,,
0,,101902,,279,40.626012,17.929007,Brindisi - Via Cattaneo - Direzione Centro,,,,
0,,720301,,280,40.630964,17.627856,San Michele S.no - Via Italia,,,,
0,,101602,,281,40.627718,17.934619,Brindisi - Viale A.Moro di Fr. Magistrale,,,,
0,,261002,,282,40.48273,18.003345,San Pietro V.co - Via Lecce n° 201,,,,
0,,101501,,283,40.629801,17.938807,Brindisi - Viale A. Moro - Cavalcavia De Gasperi,,,,
0,,242002,,284,40.525924,17.588454,Francavilla F.na - Via S. Francesco - Villetta,,,,
0,,260302,,285,40.482296,18.050314,Torchiarolo - Via Leopardi - Inc. Via Kennedy - Di Fronte,,,,
0,,246202,,286,40.502501,17.645871,Oria - Via Latiano n°110,,,,
0,,246504,,287,40.547569,17.718614,Latiano - Via L.Einaudi n°38,,,,
0,,114702,,288,40.63665,17.97455,Brindisi - Viale E. Fermi - Rondò - Dir. Z.I. - di fr. Palma,,,,
0,,212401,,289,40.658418,17.601128,Ostuni - C.da Musone - Direzione S. Michele,,,,
0,,209701,,290,40.704688,17.502222,Ostuni - C.da Cervarolo - Fermata 1 - Direzione Martina,,,,
0,,216201,,291,40.681471,17.683009,Carovigno - C.da Fornace - Direzione S. Vito,,,,
0,,261301,,292,40.4837,18.001039,San Pietro V.co - Via S. Antonio 103,,,,
0,,210301,,293,40.715193,17.47633,Ostuni - C.da Cavallerizza - Scuole - Direzione Cisternino,,,,
0,,106602,,294,40.64545,17.936128,Brindisi - Casale - Via Ruta - Via Amalfi2,,,,
